component	package	version	namespace	command	capability	ui_status	limitation	custom_changes	scope	cli_source	ui_source
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal node unset	Снятие параметров: bare metal узел	partial	Enroll/Edit и RAID Configuration; ограничены поля, интерфейсы и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal node validate	Проверка: bare metal узел	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal node vif attach	Подключение: VIF узла	no	Нет специализированного UI действия/adapter; generic properties/cleaning не равны отдельной функции.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal node vif detach	Отключение: VIF узла	no	Нет специализированного UI действия/adapter; generic properties/cleaning не равны отдельной функции.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal node vif list	Список: VIF узла	no	Нет специализированного UI действия/adapter; generic properties/cleaning не равны отдельной функции.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port create	Создание: физические порты	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port delete	Удаление: физические порты	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port group create	Создание: группы физических портов	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port group delete	Удаление: группы физических портов	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port group list	Список: группы физических портов	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port group set	Установка параметров: группы физических портов	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port group show	Просмотр: группы физических портов	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port group unset	Снятие параметров: группы физических портов	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port list	Список: физические порты	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port set	Установка параметров: физические порты	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port show	Просмотр: физические порты	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal port unset	Снятие параметров: физические порты	partial	Основной CRUD внутри деталей node есть; scope/поля ограничены интерфейсом и microversion1.34.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal runbook create	Создание: runbooks Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal runbook delete	Удаление: runbooks Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal runbook list	Список: runbooks Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal runbook set	Установка параметров: runbooks Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal runbook show	Просмотр: runbooks Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal runbook unset	Снятие параметров: runbooks Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal shard list	Список: shards Ironic	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume connector create	Создание: коннекторы внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume connector delete	Удаление: коннекторы внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume connector list	Список: коннекторы внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume connector set	Установка параметров: коннекторы внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume connector show	Просмотр: коннекторы внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume connector unset	Снятие параметров: коннекторы внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume target create	Создание: цели внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume target delete	Удаление: цели внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume target list	Список: цели внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume target set	Установка параметров: цели внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume target show	Просмотр: цели внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
ironic	python-ironicclient	5.10.0	openstack.baremetal.v1	openstack baremetal volume target unset	Снятие параметров: цели внешнего хранилища	no	Нет соответствующей панели/REST adapter: allocations/chassis/conductors/deploy templates/runbooks/shards/storage attachments.	I1	Основной	https://github.com/openstack/python-ironicclient/blob/5.10.0/setup.cfg	https://github.com/openstack/ironic-ui/blob/6.5.0/ironic_ui/api/ironic_rest_api.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack notification create	Создание: уведомление Masakari	no	Панель Notifications только читает события/прогресс; Create отсутствует.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L34	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/notifications/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack notification list	Список: уведомление Masakari	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L36	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/notifications/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack notification show	Просмотр: уведомление Masakari	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L35	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/notifications/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack notification vmove list	Список: перемещения ВМ при восстановлении	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L38	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/vmoves/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack notification vmove show	Просмотр: перемещения ВМ при восстановлении	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L37	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/vmoves/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment create	Создание: HA-сегмент	partial	UI ограничивает service_type/имя хоста и выбор Nova compute; CLI содержит дополнительные редактируемые поля.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L39	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/segments/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment delete	Удаление: HA-сегмент	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L41	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/segments/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment host create	Создание: хост HA-сегмента	partial	UI ограничивает service_type/имя хоста и выбор Nova compute; CLI содержит дополнительные редактируемые поля.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L44	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/hosts/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment host delete	Удаление: хост HA-сегмента	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L47	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/hosts/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment host list	Список: хост HA-сегмента	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L46	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/hosts/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment host show	Просмотр: хост HA-сегмента	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L45	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/hosts/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment host update	Изменение: хост HA-сегмента	partial	UI ограничивает service_type/имя хоста и выбор Nova compute; CLI содержит дополнительные редактируемые поля.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L48	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/hosts/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment list	Список: HA-сегмент	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L43	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/segments/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment show	Просмотр: HA-сегмент	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L42	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/segments/tables.py#L1
masakari	python-masakariclient	8.6.0	openstack.ha.v1	openstack segment update	Изменение: HA-сегмент	partial	UI ограничивает service_type/имя хоста и выбор Nova compute; CLI содержит дополнительные редактируемые поля.	M1, M2	Основной	https://github.com/openstack/python-masakariclient/blob/8.6.0/setup.cfg#L40	https://github.com/openstack/masakari-dashboard/blob/12.0.0/masakaridashboard/segments/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action definition create	Создание: определения Mistral actions	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L84	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/actions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action definition definition show	Просмотр: текст определения action	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L87	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/actions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action definition delete	Удаление: определения Mistral actions	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L85	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/actions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action definition list	Список: определения Mistral actions	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L82	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/actions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action definition show	Просмотр: определения Mistral actions	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L83	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/actions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action definition update	Изменение: определения Mistral actions	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L86	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/actions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution delete	Удаление: исполнение action	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L64	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution input show	Просмотр: входные данные action	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L61	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution list	Список: исполнение action	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L59	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution output show	Просмотр: результат action	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L62	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution run	Запуск: исполнение action	partial	Run Action принимает JSON input; params ограничены Save result to DB.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L58	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution show	Просмотр: исполнение action	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L60	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack action execution update	Изменение: исполнение action	partial	Update action state SUCCESS/ERROR и output; это отдельное действие, не повтор task.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L63	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/action_executions/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack code source content show	Просмотр: содержимое источника кода	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L112	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack code source create	Создание: источник кода	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L109	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack code source delete	Удаление: источник кода	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L110	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack code source list	Список: источник кода	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L107	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack code source show	Просмотр: источник кода	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L108	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack code source update	Изменение: источник кода	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L111	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack cron trigger create	Создание: периодический триггер	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L91	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/cron_triggers/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack cron trigger delete	Удаление: периодический триггер	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L92	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/cron_triggers/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack cron trigger list	Список: периодический триггер	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L89	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/cron_triggers/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack cron trigger show	Просмотр: периодический триггер	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L90	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/cron_triggers/tables.py#L1
